EAR,MAR,Head_Tilt,Mouth_Area,Eye_Area,Eyebrow_Dist,Engagement
0.2629218710272147,0.09756432011961964,-60,643.9999999999998,157.99999999999986,13.038404810405298,2
0.27009034302839496,0.09504111254429501,-59,670.4999999999998,151.99999999999915,13.038404810405298,2
0.2682230992365742,0.07016165651229415,-60,665.9999999999994,164.00000000000014,14.035668847618199,2
0.26174306729396724,0.03772913389522725,-60,604.5000000000011,159.4999999999998,13.0,2
0.2746770786286056,0.02599376224550182,-59,481.9999999999993,164.99999999999966,13.038404810405298,2
0.31015762423033,0.04090064123619089,-58,502.0000000000004,186.9999999999999,12.0,2
0.26410313407681113,0.04109974682633932,-59,530.9999999999999,155.00000000000034,12.0,2
0.30486015565597036,0.04533384674112422,-59,531.0000000000002,190.50000000000023,13.0,2
0.2803569649762272,0.032914294260722766,-58,575.499999999999,177.49999999999974,13.0,2
0.2990025758130356,0.02801659073402629,-59,518.5000000000002,180.50000000000006,14.0,2
0.3034983864356371,0.03273227833485027,-58,558.0000000000009,192.00000000000068,13.0,2
0.2956887242663221,0.033621666113722616,-57,552.9999999999999,171.49999999999994,13.0,2
0.2868886402475028,0.03273227833485027,-58,547.9999999999999,172.00000000000028,14.035668847618199,2
0.2873697680344255,0.0432113401436758,-58,532.5000000000001,174.00000000000088,14.0,2
0.20913148384172153,0.03381901666077133,-58,518.4999999999999,119.5000000000001,13.038404810405298,2
0.1740526550181094,0.0528637830224035,-59,498.49999999999983,99.00000000000006,13.0,2
0.23842478214817572,0.02801659073402629,-58,504.9999999999997,129.99999999999994,13.0,2
0.2346433980861355,0.02801659073402629,-58,493.4999999999994,134.0000000000003,12.0,2
0.27037531900492595,0.039825153146676354,-58,494.0000000000011,154.99999999999972,12.0,2
0.25748475223727396,0.03307452206608299,-59,495.50000000000034,160.0000000000001,13.0,2
0.2623039819703882,0.033992894499241984,-58,505.0000000000002,155.4999999999999,12.041594578792296,2
0.2269968363388521,0.033992894499241984,-59,501.99999999999966,134.50000000000023,13.038404810405298,2
0.257734074450659,0.02816063585180762,-60,499.50000000000034,149.00000000000017,13.038404810405298,2
0.24932110278205266,0.027267094157460592,-59,486.0000000000008,149.00000000000017,12.0,2
0.26880571900065475,0.02801659073402629,-58,492.49999999999943,155.0000000000002,13.0,2
0.2705309512800306,0.027267094157460592,-58,523.0,155.00000000000023,12.0,2
0.25068164828071265,0.02739983121755955,-58,492.50000000000017,164.50000000000045,13.038404810405298,2
0.23855758232777957,0.03220383016041883,-58,530.5000000000006,144.9999999999996,14.035668847618199,2
0.26259247481488057,0.03307452206608299,-58,515.0,155.50000000000017,12.041594578792296,2
0.26328481202053455,0.027267094157460592,-58,534.5000000000008,157.49999999999983,15.033296378372908,2
0.2687963417615253,0.02711630722733202,-57,483.9999999999998,153.00000000000034,14.0,2
0.23734393777289198,0.026416599065942358,-58,505.4999999999995,142.00000000000009,14.035668847618199,2
0.2628793285566585,0.027267094157460592,-59,497.9999999999992,158.00000000000063,13.0,2
0.2502160551769007,0.026416599065942358,-58,502.9999999999997,151.99999999999943,14.035668847618199,2
0.258139557914535,0.03273227833485027,-58,513.5000000000002,148.49999999999946,13.0,2
0.2709992329860826,0.038348249442368525,-58,528.5000000000002,154.00000000000017,13.0,2
0.2638041282731559,0.037555788309433985,-60,575.0,158.49999999999994,14.035668847618199,2
0.2611265124806167,0.061267885174483984,-59,604.4999999999998,159.49999999999994,13.0,2
0.2796201369784971,0.1672364687145675,-62,729.0000000000006,175.5000000000005,13.152946437965905,2
0.28722013729510787,0.12105854952787556,-62,691.0,172.49999999999943,13.341664064126334,2
0.2573617204845257,0.11759620640757094,-61,687.5000000000001,162.49999999999994,12.36931687685298,2
0.2573617204845257,0.17372232254587805,-62,717.4999999999994,162.50000000000034,12.36931687685298,2
0.27935346313536746,0.1776108795608267,-61,666.0000000000003,179.0000000000008,12.36931687685298,2
0.27003732023292126,0.17254048296956997,-60,658.0000000000002,157.0000000000004,12.36931687685298,2
0.2573617204845257,0.14990633779917226,-61,679.9999999999997,162.49999999999997,13.341664064126334,2
0.2577868687767444,0.1316909044214999,-61,668.9999999999998,162.00000000000074,13.341664064126334,2
